"Size","Rooms","Fee","Elevator","Balcony","Patio","Price"
38,5,2755,1,1,0,1598100
60.5,2,2542,0,1,0,2102000
74.6,3,3408,0,1,0,4390600
81.8,2,4315,1,1,0,1430600
86.8,3,3861,1,0,0,2561200
50.8,3,2939,1,1,0,3772000
31.2,1,3018,0,0,0,3478200
102.2,4,4967,0,1,0,5293800
35.9,2,2550,0,0,0,2398500
116.5,5,6085,1,1,0,6879900
110.7,3,5195,1,1,0,3130700
63.9,2,5515,1,1,0,1453700
34.2,2,1983,0,0,0,2916700
46.8,1,2557,0,0,0,3151600
81.1,3,4040,0,1,0,2880900
72,3,3433,0,1,0,4133200
76,3,4037,0,0,0,1397400
68.3,2,4939,0,1,0,4532000
101.4,4,6310,1,1,1,3544300
85.8,5,3696,0,1,0,6170200
90.2,3,4596,1,1,1,1598800
69.2,3,4664,0,0,1,3162800
61.6,2,4253,1,1,1,1607300
121.2,5,5316,0,1,0,5488800
49.6,2,4237,0,1,0,2052200
43.8,2,3026,1,0,0,3511800
71,2,3647,1,1,0,4030300
72.5,3,3204,0,0,0,5541300
46.4,2,3128,0,1,0,5475900
79.4,3,4528,1,1,0,1741800
32,1,1686,1,0,0,2011200
72.5,3,4917,1,0,0,2646900
63.8,5,2861,1,1,0,1904500
49.1,2,4174,0,1,0,1062800
77.5,3,4566,0,0,0,6840300
62.4,2,3242,0,1,0,1994200
60.1,3,3047,0,1,0,2679600
64.6,5,2652,0,1,0,4657400
52.4,2,3911,0,1,0,5344900
44.8,1,4842,0,1,0,2781800
111.2,3,4824,1,1,0,4943400
45.8,1,2263,0,1,0,3418500
71.4,2,4719,1,1,0,4015800
78.6,2,4458,1,1,0,642500
143.2,4,8285,0,1,1,9027200
51.5,3,2224,0,0,0,5668700
97.7,3,5375,0,1,0,3464400
89.1,3,4224,0,1,0,1709500
113.2,4,6682,0,1,1,4550100
101.8,5,5616,0,1,0,7140400
48.1,1,2977,1,1,0,2443600
75.6,2,4244,0,0,0,7583600
49.3,2,4221,1,1,0,3394600
57.4,2,2448,1,0,0,6092400
33.2,2,1779,0,0,0,2086200
55.3,2,3528,1,1,0,1639100
58.6,5,1981,0,0,0,1839700
87.1,2,5298,0,0,0,1661900
93.4,4,4943,1,0,0,4515700
144.9,5,7935,1,0,0,7500000
154.3,3,7790,0,0,0,37647100
76.6,3,4131,0,1,0,2296900
37.5,5,2219,1,1,0,3712700
102.8,5,6013,0,1,0,11229100
105.8,4,6393,1,1,1,5210600
71.7,2,3190,0,1,0,3618500
57,3,3242,1,1,0,3569500
74.1,3,4115,1,1,1,1729400
75.5,3,4928,1,1,0,3101300
69.2,3,4062,0,0,0,1432700
61.6,3,2578,1,1,0,3733900
103.5,5,4149,0,1,0,807000
52.8,3,4270,0,1,1,1015600
48.5,2,3310,1,1,0,3920000
113.3,3,6173,0,1,0,3361300
117.6,4,4644,0,0,0,1755300
72.5,3,2453,1,1,0,967100
27.7,5,2688,0,1,0,2839700
45.2,2,4205,1,1,0,467500
124.6,4,7269,1,0,0,6008600
55.1,2,3796,1,1,0,4573900
68.2,3,3644,0,0,0,4617000
33.6,1,1179,1,1,0,2149500
47.4,2,2871,0,1,0,1408900
73.6,5,3816,1,1,0,4608400
23.9,5,3716,0,0,0,2369200
74.8,2,5208,1,0,0,3788500
46.4,2,2654,0,1,0,1079500
67.1,2,3486,1,0,0,6734100
76,3,5174,0,1,0,4069500
58.2,3,3132,0,1,0,6191200
31.1,2,1272,1,1,0,2822700
59.1,3,5123,0,1,0,2258000
80.1,2,4819,1,1,1,4082300
50.1,2,3712,0,0,0,2074600
60.5,3,2966,1,0,0,1730100
85.9,4,4698,1,1,1,5451400
56.1,3,3176,1,1,0,1966700
74.1,3,4735,0,1,0,3161600
69.5,3,4312,1,0,0,1186800
70.5,2,3425,1,1,0,844200
46,2,3411,1,1,0,2123500
72,3,4297,0,0,1,4213500
71.7,3,4978,1,1,0,2319100
74.4,2,5191,1,1,0,5707300
77.7,3,4588,0,0,0,1901600
70.3,3,3253,0,1,0,3139800
35.7,2,2326,1,1,0,2574300
22,1,1570,0,0,1,2231600
32.9,2,2303,1,0,0,3752200
83.6,4,3498,1,1,0,3504200
63.4,2,3192,0,0,0,2836500
62.1,2,4286,1,0,0,2606500
36.1,2,1078,0,0,0,3766500
57.1,3,4834,1,1,0,2517500
56.8,2,2238,0,0,0,2357200
96.3,3,5281,1,1,0,5732100
88.1,4,5202,0,1,0,2028400
40,5,2766,0,1,0,817500
49.8,2,6013,1,0,0,1794100
39.5,2,2558,0,0,0,448600
106.7,3,5221,1,0,0,1630200
61.5,3,2930,1,1,0,1622600
83.3,2,5032,0,0,0,2606200
43.1,2,3391,1,1,0,3000700
35.3,5,2736,1,0,0,1702300
35.8,2,3065,1,1,0,2245300
99.2,3,4993,0,1,0,5093900
88.3,3,4002,0,0,1,3264000
78.6,3,4124,0,0,0,2728300
87.1,3,4169,1,1,0,3022400
60,2,3954,0,0,0,3787700
46,2,4073,1,0,0,2680600
75.4,3,4340,0,0,0,13463700
28.5,1,3160,1,1,0,1529000
55.4,2,3761,0,1,0,5865000
100.7,4,5614,0,0,0,896600
71.6,2,3799,0,1,0,6991300
101.3,3,5321,1,1,0,4373700
108.8,4,6237,0,1,1,3745800
63.6,3,5218,0,0,0,2463500
90.2,4,4802,0,1,0,2746400
56,3,3675,1,1,0,977000
46.4,1,2875,0,0,0,2370000
35.9,1,1855,1,0,0,4263800
55.2,2,2223,1,1,0,3013800
70,3,4291,0,0,0,4020000
140.5,4,7340,0,1,0,3717600
82.7,3,4113,1,1,0,1557400
29.7,1,3960,0,0,0,1785000
93.2,3,5752,0,0,0,6363800
41.8,2,1555,0,1,0,2500300
80.9,3,4814,1,1,0,3317100
41.2,2,2381,1,0,0,1481000
56.5,5,3914,0,0,0,1830300
77.9,2,4731,0,1,0,4445100
58.6,2,3876,1,1,0,1509600
72.4,2,2840,0,1,0,2380300
57.4,3,3628,1,0,0,4840200
69.3,5,4036,0,0,0,4191000
38.2,1,3790,0,0,0,2734900
99.8,4,4266,1,1,1,7464600
89.2,4,5109,0,1,0,3921400
31.7,2,2998,0,1,0,2920300
84.7,4,4441,1,1,1,6786700
53.3,2,2248,0,1,0,1104100
79.7,3,4157,0,0,0,3612300
53.7,2,2611,1,0,0,2383600
49.2,2,3771,1,0,0,1188700
75.3,4,5067,0,1,0,2269500
94.4,3,6333,1,1,1,1190700
67.7,3,3588,0,1,0,4320500
76.5,3,3417,1,1,0,3364900
109.9,5,5681,1,0,1,357600
56.7,2,3257,0,1,1,2964200
48.9,2,3901,1,0,0,1345500
102.4,4,4993,1,1,0,1387000
66.1,3,4017,1,1,0,3701900
53.3,2,2960,1,1,0,1898700
60.9,3,3270,0,0,0,2899000
55.9,5,3376,0,1,0,2187400
71.3,2,3870,0,0,0,1854700
75.4,3,5643,1,1,0,5452800
92.2,4,4022,0,1,0,5172200
77.7,4,4910,0,1,0,4181400
83.5,4,5480,1,0,0,656900
83.1,3,5454,1,1,0,2994100
46.4,2,2878,0,1,0,3044400
74.1,2,4577,1,1,0,3214400
51.7,2,3853,0,1,0,3463400
64.2,2,3000,1,1,0,870500
72.4,3,3995,0,1,0,2213500
75.8,3,3525,1,1,0,1177300
106.7,4,5322,0,0,0,4650900
38.5,2,2313,1,0,0,2856100
62.4,2,4586,1,0,0,5054800
40.3,2,2223,0,0,0,2899200
59.4,3,2343,1,1,0,3181300
72.9,3,3791,0,0,0,4665900
62.1,3,4764,0,0,0,1589000
49.5,2,3503,0,0,0,2911400
40.1,1,2870,0,1,0,1162400
72,2,4630,0,1,0,6055000
45.9,2,3143,0,0,0,2549300
41,5,3080,1,0,0,1961100
47,2,2031,0,0,0,2034500
127.4,3,6993,1,0,1,9962100
70,3,3075,1,1,0,5505800
67.6,5,3863,0,0,0,3139900
61.2,2,3223,0,1,0,3831300
52.2,3,3596,0,0,0,1547900
88.9,3,4544,0,1,0,1873800
64.2,3,3470,1,1,0,2039300
25,1,2575,1,0,0,1332600
61.8,2,2643,0,1,0,1958300
76.7,3,3505,1,0,0,2002700
48,5,3698,0,1,0,2528400
74.6,2,3739,0,1,0,1189500
59.2,2,2988,1,0,0,1701500
61.8,2,3041,0,0,0,716000
100.7,4,4985,1,1,0,5065400
87.5,3,4712,1,1,0,1406000
90.3,3,5307,0,0,0,4661700
52.4,2,2562,0,0,0,1948500
31.4,5,2653,1,1,0,3694700
53.2,2,3937,0,1,0,945900
23.8,5,2625,0,1,0,636500
72.9,4,3984,0,0,0,2342400
47.5,1,2339,0,0,0,2863600
56.9,2,2861,0,0,1,2186500
82.5,4,4894,1,1,0,1567200
65.6,2,2600,1,1,0,5829200
46.7,2,2980,0,0,1,3744300
82.9,3,4177,1,0,1,3913500
76.4,3,5368,0,1,0,1933600
75.6,3,3676,1,1,1,2974500
62.9,3,4573,0,0,0,2701500
82.6,3,5576,1,0,0,661100
94.8,4,5503,1,0,0,4287000
63.2,3,3886,1,0,0,2494400
102.2,4,6547,0,1,0,11575400
55.1,2,3527,0,1,0,601100
76.9,3,4179,0,1,0,1626600
49.5,2,4729,1,0,0,972600
59,2,2192,0,0,0,6315000
77.8,2,4675,1,1,0,1754800
109.7,4,7552,1,1,0,439300
49.8,2,4168,0,0,0,2668700
55.9,2,3606,0,0,0,2919200
60.3,3,2745,0,1,0,1368900
66.9,3,2886,0,0,0,4830200
56.2,1,3658,0,0,0,4071800
65.2,2,3255,1,1,0,5496000
53.9,2,2532,0,1,0,1569900
48.6,1,4754,0,1,0,1278000
83.7,4,5137,0,1,0,1744300
47.8,2,3158,0,0,0,2779800
58.9,4,4311,0,1,0,1740600
40.2,2,1949,1,1,0,2491100
70.5,3,4933,0,1,0,6111300
52,2,3424,0,0,1,2384800
93.5,3,4856,0,0,1,2863200
43.5,2,3282,0,0,0,2914700
133.5,4,5650,1,1,1,276300
64.1,2,3867,0,1,0,5844600
53.8,2,2673,0,0,0,1980500
44,2,2497,0,1,0,943700
82.8,3,3692,1,0,0,5831900
87.6,3,4379,1,0,0,3020800
44.5,2,2196,0,0,0,1250300
96,3,4671,0,1,0,1892400
77,2,3613,0,1,0,1719300
71.8,2,4234,0,0,0,1856300
67,3,4256,1,1,0,4845500
66.3,3,3229,1,0,0,683100
91.9,3,3846,1,1,0,3654600
66.4,2,3163,1,1,0,3529800
61.2,2,2110,0,0,0,1769100
51.2,2,4388,0,1,0,4541500
43.9,2,2406,0,0,0,1776200
22.4,1,2721,1,0,0,2131600
85.5,4,5219,1,0,0,3275100
105.1,3,4549,1,0,0,850300
36.5,1,2534,0,0,0,1785800
85.4,3,4896,0,1,0,2844500
32.9,2,3616,1,1,0,4416800
57.5,2,3964,1,0,0,1710800
78.1,3,4551,0,1,0,3470000
67.6,2,4035,1,0,0,2184300
57.3,2,3485,0,1,0,3145400
82.2,2,5326,1,1,0,3632700
43,2,2780,0,1,0,1352300
71.1,2,3679,1,1,0,1367000
62,3,4385,0,0,0,2291300
80.8,2,3402,0,1,1,2615900
56,1,3067,0,0,0,3014800
59.7,3,2615,1,1,0,4212200
55.5,2,3861,0,0,0,3990300
39.4,2,3692,1,0,0,581500
69.5,3,3989,1,1,0,3871100
68.7,2,3709,1,1,1,3097800
70.5,3,3505,0,1,0,2114900
43,2,3013,1,1,0,3787900
61.9,2,3551,0,1,1,3239000
74.8,5,3850,0,1,0,3918400
71.4,3,4875,0,0,0,2854200
41,1,2913,0,1,0,2751500
114.7,5,4274,0,1,1,6961300
62.7,3,2845,0,0,0,2706800
64.9,2,3972,0,1,0,2369300
89.1,3,4898,0,1,0,41300
79.4,2,3255,1,1,0,651200
100.6,3,5890,0,1,1,6256200
41.6,2,2066,1,0,0,5199200
111.4,4,7327,1,1,0,3439400
40,2,2888,0,1,0,1935800
53.6,3,3130,0,1,0,1627300
72.9,2,4597,0,1,0,3773800
65,2,3218,0,0,0,4757700
101.8,3,4733,0,1,0,6718600
54.2,2,2183,1,1,0,2615500
67.1,3,3744,0,1,0,1597700
113,4,6284,1,0,1,2839900
114.7,4,6625,1,1,0,751600
49.8,2,3478,1,0,1,1515400
52,2,3041,0,0,0,4866500
39.2,1,2345,0,1,0,3969100
100.3,3,6079,1,1,0,1757300
94.2,3,3805,1,1,0,2965700
92.2,3,4796,0,1,0,694300
74.2,5,3590,0,1,0,3752300
58,2,2506,0,1,0,2071200
52.3,2,3749,0,0,0,1870400
12.4,1,940,1,0,0,2804800
32.7,2,2015,0,0,0,2785200
92.1,3,4772,1,1,0,4228000
46.8,2,3552,1,0,0,2674100
74.5,3,4319,0,0,0,3413400
41.5,2,3177,0,1,0,3182800
64,2,3337,0,0,0,2047600
61.8,2,4506,0,1,0,4412100
79.7,3,2441,1,1,1,940400
34.8,1,2815,1,1,0,2273100
50,2,2507,0,0,0,5737600
63.2,2,4470,0,0,0,1884900
108.9,3,4472,1,0,0,3109800
84.5,3,5084,0,1,0,3025100
78,2,4406,1,0,0,1675000
111.2,3,6627,1,1,1,2865000
105.1,4,4607,0,1,0,2842100
71.1,2,5071,1,0,0,4550700
45.9,2,2503,0,1,0,4421900
65.9,2,3638,1,1,1,4082800
42.5,2,2243,0,1,0,2722400
88.8,2,3188,0,1,0,1657200
41.2,1,2965,1,0,0,1384700
51.8,5,3436,0,0,0,2955300
57.5,2,2950,0,1,0,5591300
63.9,3,4416,0,1,1,3934900
30.3,1,2344,0,1,0,452500
90.7,3,4575,1,1,0,5281700
30.4,2,3351,1,1,0,1185700
58.4,5,2658,0,0,0,3123600
31,2,2667,1,1,0,1455600
61.4,3,2720,0,1,0,3545100
59.3,1,2997,1,0,0,4557600
67.1,2,3087,0,1,0,4953400
53.6,2,4200,1,0,0,1620500
38.2,2,4549,1,0,0,2502100
53.4,2,4023,0,1,0,2419900
79.1,3,2300,1,1,0,5694000
54.5,2,3335,0,0,0,4871200
37.1,2,3550,0,1,0,702300
84.8,2,4849,1,1,1,2942300
53.6,2,2740,0,1,0,3924100
58,2,3782,1,0,0,5461800
49.1,2,2560,1,0,0,2753100
49.7,2,2424,0,1,0,4130700
45.7,2,4243,0,1,0,1806500
76.6,3,3739,0,0,0,1150100
80.6,4,4492,0,1,0,4119500
118.6,3,6615,1,0,0,5371300
37.8,2,3286,1,0,0,3131300
167.5,5,8531,1,0,1,7690000
44.1,2,3362,1,0,0,2976000
53.5,2,1884,0,1,0,3120500
51,3,2214,0,1,0,3365600
54.6,2,2400,0,0,0,1374900
58.3,2,5275,0,1,0,1583200
68.5,3,3052,1,0,0,1021500
60,2,2559,1,1,0,5918900
81,3,4288,0,0,0,2805900
69.1,4,2238,0,1,0,4479500
63.9,3,3214,1,1,0,3661000
84.3,4,3800,0,0,0,4989600
42.9,2,1300,1,0,0,3888200
42,1,2586,0,1,0,1935500
82.1,3,4528,1,0,1,4528500
30.4,2,1930,1,1,1,906400
99.5,3,5588,1,0,1,4666400
114.1,4,5916,0,0,0,3506200
70.3,2,3709,0,0,0,6139300
83.3,4,3554,1,1,0,3103500
40.9,1,2629,0,0,0,3019700
42.6,2,3119,0,1,0,1458900
93.3,3,4170,0,1,0,1946100
56.4,1,2907,0,1,0,1405300
33.9,1,2646,1,0,0,1003900
45.9,2,2477,0,0,0,1372200
99.6,4,4006,1,1,0,661100
72.1,2,4567,0,1,0,2089000
18.5,1,2767,0,0,0,1897900
96.8,3,3809,1,0,0,1259800
75.3,3,5145,0,1,0,2678400
53.7,5,3577,1,0,0,3637100
120.6,5,6124,0,0,1,6188200
93.8,4,5689,1,0,0,2282500
138.7,4,7247,1,0,1,12700900
74,2,4476,0,1,0,1023400
104.1,5,5988,1,0,0,3885900
37.3,2,2048,0,0,0,1898900
108.5,3,6659,0,0,0,2093500
89.9,3,4920,0,0,0,3132300
39.6,1,2302,1,0,0,3132300
38,1,2453,1,0,0,3331400
70.5,3,3565,0,0,0,1964500
92.8,3,5450,1,0,0,6559900
65.1,2,3425,0,1,0,4158700
67.8,3,3427,1,1,0,2013500
112.2,4,5082,0,0,1,4889800
85.4,3,5772,1,0,0,5034400
87.9,2,5764,1,0,1,947900
98.8,3,5387,0,1,0,7437300
57.5,1,4814,0,0,0,1207900
26.5,1,3063,1,0,0,1734000
43.3,2,3962,1,1,0,3868000
24.6,5,1943,0,1,0,2142000
34.2,1,2930,0,0,0,3532300
82,3,5145,1,1,0,5470900
69.3,2,3046,0,0,0,4211900
81.4,3,4292,1,0,1,679400
43.6,1,3675,0,0,0,476000
58.8,2,1615,1,1,0,3470400
47.8,2,3358,0,0,0,2153400
63,2,4686,0,0,0,3239700
78.5,2,4240,1,0,0,3595000
27.1,2,1558,0,0,0,1906600
44.6,1,4286,0,1,0,3839900
44.4,2,3889,1,1,0,1944400
54.6,2,3876,1,0,0,2490200
93.3,3,4669,1,0,0,1326400
39.4,2,2874,0,0,0,1880400
50.9,1,3805,0,0,0,1841900
45.9,2,2007,1,0,0,2814400
22.6,5,692,1,0,0,1797600
105.9,3,5923,1,1,0,9822500
49.4,2,2533,1,1,1,5433500
94.6,4,5133,1,0,0,2193600
75.8,2,4367,0,0,0,4070400
106.2,4,5475,1,0,0,1090300
79.2,2,3991,0,1,0,5617800
57.1,3,3340,1,1,0,2550700
98.9,5,4278,1,0,1,3005500
46.1,1,2393,1,1,0,1747500
30.7,1,1853,0,0,0,1751600
67.8,2,3796,0,0,0,3974400
48.8,2,3573,0,0,0,1386500
78.1,3,4006,1,0,0,3849100
57.9,3,2682,1,1,0,948800
43.3,2,2134,0,1,1,2958900
69,4,1678,1,1,1,4818300
56.8,3,4252,1,1,0,2888700
34.8,2,3164,1,1,0,3149300
67,3,3247,0,0,0,3894200
106.9,4,5559,0,1,0,7833100
40.8,2,2808,0,1,0,3722400
64.1,1,3920,0,1,0,3059700
50.8,2,2981,0,0,0,823700
43.5,1,1987,0,1,0,2488800
118.6,4,5707,1,0,0,3783900
34.8,2,2653,1,0,0,2594900
98.9,4,6208,0,0,0,2975600
40.8,2,3981,0,0,0,1655700
67.8,5,4182,0,1,0,2138200
50.5,3,3238,1,1,0,1452300
104.6,4,6194,0,0,0,3368300
99.1,3,5957,1,1,0,4620600
102.7,4,6066,0,1,0,2649600
62.7,3,2781,0,1,0,3401700
66.7,2,3933,0,0,0,2668300
68.7,2,4370,1,1,0,1955800
80.4,3,4816,0,0,0,2083400
65.8,2,4576,1,1,0,2454400
121.4,4,4778,0,1,0,2320100
65,3,3261,0,0,1,5211500
58.2,2,3327,0,1,0,2651100
66.9,3,4147,0,1,0,2483100
66.2,3,3061,1,0,0,4402500
156.8,5,7161,0,1,0,12799100
76.2,4,4530,1,1,0,2536100
42.6,2,2824,0,0,0,2100600
77,2,4993,0,0,0,1332600
104.1,4,4751,1,1,0,3285300
60.8,2,2762,0,1,0,1590500
98.4,5,5241,0,0,0,2658900
78,2,5130,0,0,0,5139400
59,2,3515,0,0,0,3763700
63.4,2,4299,0,1,1,3928900
89.2,3,4804,1,0,0,5997500
66.9,3,4352,1,1,0,981000
71.7,4,5375,1,0,0,2552800
70.8,3,3952,1,0,0,4035200
51.6,3,2083,0,0,0,1679200
71.5,2,4369,0,1,0,2990400
58.6,5,4423,1,0,0,1102600
29.6,2,2692,1,0,0,3527000
40.6,2,1923,0,0,0,1238000
97,3,5384,1,0,0,3681900
100,3,4244,0,1,0,9086400
61.7,2,1218,0,1,0,1809000
38,2,2181,1,0,0,2854200
105.2,3,5297,1,1,0,2505200
35.4,5,1811,0,1,1,2419800
43.1,2,2449,0,1,1,1080200
76,3,3745,0,1,0,3097600
63.9,3,4329,1,0,0,5693500
44.3,2,3209,1,0,0,1371700
82.4,5,4782,1,0,1,1870900
69.7,4,4165,1,1,0,3880200
64.6,2,3862,0,1,0,3842700
78.3,3,4566,0,1,0,2141300
114.1,5,6109,1,0,0,3395200
55.1,2,3672,0,1,0,2759000
82.2,3,4454,0,1,1,1501100
82.9,2,3787,1,1,0,5267500
75.9,3,5224,0,1,0,2418900
49.9,2,4258,0,1,0,4153200
34.1,2,1436,0,1,0,3202800
48.8,2,3412,0,0,0,3172600
73.7,2,3896,0,1,0,6213500
34,2,2458,0,0,0,1872000
45.1,1,3246,1,1,0,2739800
50.7,3,2482,0,0,1,2669200
78.2,3,4898,1,1,0,5606800
35.1,1,3947,0,1,0,1124500
55.2,5,3827,1,1,0,1678300
63.8,2,3442,0,1,0,2253100
113,6,5427,0,1,0,2789100
57.9,1,3974,0,0,1,1110100
53.7,2,2843,0,0,0,2685200
56,5,3732,1,1,0,7985300
93.6,4,4920,0,0,0,8716700
59.8,1,3922,0,0,0,2708300
81.3,4,4836,1,1,0,3639800
58.7,2,3126,0,1,0,1330600
55.2,5,2326,0,0,0,3247900
72.6,3,2674,1,1,1,6412800
67.1,3,4177,0,0,1,3200400
72.3,2,3598,0,0,0,3139300
81.5,3,4677,0,0,0,7453200
114.9,4,5438,1,0,0,5640500
65.4,3,3543,0,0,0,4860000
53.1,2,2898,0,1,0,2822800
51.2,2,3856,0,0,0,1843400
76.7,3,4916,1,1,0,3165900
64.8,2,4608,1,1,0,3177400
44.9,1,2670,1,0,0,1972500
56.8,3,3023,1,0,0,2014600
20.1,5,2849,1,0,0,1389900
53.7,2,2686,0,0,0,1363700
62.7,3,3525,0,1,0,2324300
101.9,3,5007,1,1,0,1821100
54.6,2,3643,1,1,0,574300
44.6,5,1906,0,0,0,2851300
47.3,2,3651,0,0,0,3775000
48.9,2,2490,0,0,0,3213600
97.9,3,6344,1,1,0,3515600
75.2,4,3812,0,1,0,930100
51.1,2,2199,1,0,0,2856200
100.4,4,5766,1,1,0,503700
66.9,2,4396,0,1,0,2343500
31.9,1,1199,0,1,0,4321600
56,2,3011,1,0,0,1656500
65.3,2,3450,0,1,0,2453400
98.8,4,5528,1,1,1,2298700
64.1,2,3643,1,1,0,2729000
92.6,3,5579,0,1,0,780900
74.7,3,3798,1,0,0,3730500
68.2,3,4170,0,1,0,3660900
83.1,2,3479,1,0,0,2453300
42.1,2,3326,0,0,0,2988200
48.7,2,3241,0,1,0,3009700
46.4,2,2125,0,1,0,1944200
75.1,2,5571,0,1,0,4498800
39.9,1,1774,1,0,0,1135800
63.8,2,3749,0,1,0,4457800
54.3,2,3531,0,0,0,1620400
136.3,5,7370,0,0,0,5637900
62.1,2,3540,0,1,0,4776000
47.7,2,1980,0,1,0,1940800
38.7,2,2317,1,1,0,2308700
37.1,2,2850,1,1,0,1286300
86.2,3,4044,0,0,1,5062500
90.2,2,4523,1,1,0,2603100
110.6,5,5070,1,1,0,10172300
69.5,2,3683,0,0,1,2109200
59.2,2,3278,1,0,0,2331000
50.4,2,4871,1,0,0,4129900
44.6,2,1761,0,0,1,1164600
91.1,3,4834,0,0,0,2331500
88.2,4,4934,0,1,0,3354900
31.3,5,2117,1,0,0,2081100
81.7,2,3188,0,0,0,1857000
68.1,2,3091,1,1,0,1581400
93.4,4,4393,0,0,0,3274400
58.7,2,3740,0,1,0,2068500
33.8,2,1786,0,0,0,966300
99.8,5,6176,0,1,0,2506800
80.5,3,4251,0,1,0,6116000
42.9,5,2738,0,0,0,4814700
82.7,4,3860,1,1,0,4598300
159.2,6,6977,0,1,0,8661700
76.8,3,3812,0,1,0,3079700
89.5,3,4659,1,0,0,3719800
43.9,2,2303,1,1,0,455200
45.7,2,2468,1,0,0,4708500
49.8,2,1762,1,0,1,2620000
96.8,3,4865,0,1,0,446700
119,5,4844,1,0,1,5178100
57.4,3,2701,1,1,0,1448600
39.9,2,3849,1,1,0,3129700
69.5,5,3616,1,1,0,5059400
57.7,3,2256,0,0,0,821300
87.8,3,4045,1,1,0,1722000
52.5,5,3338,1,0,0,1040600
76.6,2,5746,1,1,0,2648000
59.4,2,4729,1,1,0,7208000
39.4,5,2997,1,1,0,3351600
71.9,3,3543,0,1,0,3248500
57.1,3,3835,1,0,0,2353800
31.4,1,2072,0,0,0,1372500
55.6,3,4328,1,1,1,1884800
67.9,3,4484,0,0,0,4096800
89,4,6056,1,0,0,9647400
55.5,2,3801,1,1,0,3966500
75.3,3,5144,1,1,0,2016100
46.8,2,4392,0,1,0,1405000
69,2,5018,1,0,0,4727700
44.6,5,1238,0,0,0,1570100
56.2,2,4133,0,1,0,1868300
132.9,5,6880,1,0,0,9607400
61.7,3,3901,0,0,0,7591200
69.4,3,3148,0,1,0,907100
98.2,3,5094,1,1,1,5339200
58.6,2,2927,0,1,0,1877300
85.5,3,4886,1,0,0,1141600
27.3,1,1538,1,1,0,1967400
33.3,2,1799,0,0,0,2074200
55.8,2,4217,1,1,0,2445300
95.7,4,3946,1,0,0,1034900
39.7,5,2655,0,0,0,1773900
63.8,3,3939,0,1,0,1624500
78.5,3,4133,0,0,0,2077400
68.8,5,4668,1,1,1,6225100
73.9,4,4115,1,1,0,1434300
55.2,2,3025,1,1,0,4331800
31.8,1,2638,0,0,0,2441900
101,3,5258,0,1,0,12475800
101.5,3,5796,1,1,0,4386600
83.6,3,3274,1,0,0,3094500
52.5,1,2900,1,1,0,2551800
65.1,2,2643,0,0,0,1617100
62.2,2,3632,0,1,0,2599300
57,2,3253,1,0,0,2764900
50.8,1,2986,1,1,0,4127200
87.9,3,4003,0,1,0,4713300
76.9,3,4232,0,0,1,1069700
60.1,3,4391,0,1,1,2004200
99.4,3,5198,1,1,0,392300
85.1,3,4111,1,1,0,1284900
67.9,3,3257,0,0,0,7374900
52.9,2,4075,0,0,0,609300
60.6,1,5458,0,1,0,693800
68.1,2,4673,1,0,0,979600
93.1,3,5163,1,1,0,2757500
106.4,3,5495,1,1,0,12865600
56.4,3,2969,1,0,0,551300
96.4,4,5243,1,1,0,4240500
29.8,1,2276,0,1,0,2841900
40.5,1,4560,0,1,0,2160700
87.5,4,5630,0,1,0,1897000
56.2,2,4591,0,1,0,2009900
63.9,2,4795,0,1,0,4923000
74.5,3,4416,0,0,0,3278300
72.9,3,2879,1,1,0,1480400
78.3,3,5315,1,1,0,3725700
45.4,5,1310,0,0,0,2775900
55.1,2,3836,0,0,1,1785900
36.1,2,1116,0,0,0,3376700
96.6,3,5583,0,0,0,6866300
43.4,2,2252,0,0,0,4396500
75.4,3,4476,0,1,0,2355200
77.1,3,4462,1,1,1,2763400
56.6,2,2914,0,0,0,1760300
70.7,5,3271,0,1,0,4531500
63.9,5,4856,0,0,0,1482900
67.4,3,4112,1,1,0,2088800
97.5,3,6421,1,1,1,1974600
79.4,3,3918,1,0,0,4398100
63,2,3109,0,1,0,3756200
60.1,2,4697,1,1,0,2200600
68.8,3,4382,0,1,0,3643500
68,2,3934,0,0,0,3548500
92.6,3,6768,1,1,0,4447400
62.2,2,2960,0,1,0,2995400
42.1,1,2565,1,0,0,2669500
65.2,3,3066,1,0,0,1998800
67,2,4176,1,1,0,4273200
61.5,1,4150,1,0,0,4260300
108.6,5,4474,0,1,0,6319200
94.9,4,4842,0,1,0,7751200
75.6,3,4857,0,1,0,3277300
77.4,4,4579,1,0,1,5799200
57.3,2,3151,0,1,0,2401900
110.1,4,6749,1,1,0,3905800
89.5,3,4474,1,1,0,3132800
63.7,2,3827,0,1,0,1210700
78.5,3,5738,1,1,0,916000
34,1,1470,1,1,0,2088900
93.7,4,4813,1,1,0,4669400
71.6,2,5403,0,1,1,3197100
61.3,3,3778,0,1,0,4433900
81.5,3,3365,1,0,0,2623800
77.1,3,3317,0,0,0,2692300
88.7,3,3751,0,0,0,5852000
76.1,3,3670,0,0,0,630800
31.5,2,2512,1,0,0,1469900
72,2,2992,1,0,0,528100
43.6,5,3368,0,1,0,2408900
142.5,5,6496,0,1,1,7144100
84.5,2,5029,1,1,0,1301900
86.9,4,4021,0,1,0,4683600
70.7,2,5618,1,1,0,3106400
86,3,4725,0,1,0,4631000
69.6,3,2903,1,0,0,2447800
59,2,2692,1,0,0,1996100
